year,lower,median,upper
1680,-0.574376959560285,0.559307102338042,1.72800880523832
1681,0.0280454189463668,0.943462628558853,1.72932979214007
1682,-1.99819700755002,-0.432314778855342,1.11804808230524
1683,-2.21145136526191,-1.31177039772274,-0.282025515625579
1684,-1.43323915395599,-0.449324687706695,0.533481348508592
1685,-1.60533420479188,0.0606454590436925,1.53124075974069
1686,-0.288102661173556,1.30133428703226,2.72724947997636
1687,-0.790843565659204,0.475376286903176,1.62880830265131
1688,-0.949775300924673,-0.245187299268231,0.59577730130787
1689,-0.841009287265515,-0.0427933720828635,0.797339414941921
1690,-0.525171655512583,0.482994141169768,1.42658210439936
1691,-1.54802043248464,-0.525468594400864,0.539687249714253
1692,-0.240800939925397,0.692034161375206,1.56380404528852
1693,-1.02336527877493,0.289225994234496,1.61424459703798
1694,NaN,NaN,NaN
1695,NaN,NaN,NaN
1696,NaN,NaN,NaN
1697,NaN,NaN,NaN
1698,-0.304747426329948,0.177835864523162,0.684700358710323
1699,-1.06557028407403,-0.355760550830677,0.368284800010694
1700,-0.612656511088522,0.400959542881565,1.41735257892951
1701,-0.0823109919964864,0.632975012683229,1.39741560617161
1702,-0.617538120856441,-0.165277526236741,0.340013723314926
1703,-0.285014634063497,0.594168228565849,1.58917873287084
1704,-0.997041490699421,-0.193894801005752,0.615432364714773
1705,-0.62446660479137,0.249065544956364,1.14224439357004
1706,-2.65978455752458,-1.87693558327924,-1.12551785069367
1707,-0.702016907750467,0.200654120243143,1.1711519711083
1708,-0.295785134351332,0.560805447182559,1.44010525690601
1709,-1.04084936253188,0.0242161517977244,1.21243343778226
1710,-1.65379298618641,-1.26692065596132,-0.763627569301094
1711,NaN,NaN,NaN
1712,0.702963735620403,1.50268228101139,2.57870593813684
1713,-1.06154400387519,0.387685925320011,1.22532794038177
1714,-1.38771340905609,-0.249622801503689,0.79772971645989
1715,-1.26291785877878,-0.430617777086079,0.366361463900907
1716,-1.3366897805251,-0.575993847546483,0.222816941481748
1717,-1.30186023698702,-0.290543277417377,0.716788508401136
1718,-0.376992342793979,0.577344018538721,1.24281854054999
1719,-1.75391146413266,0.280759034047289,1.39947917629828
1720,-2.69490409100391,-1.25699363299844,0.14563526915799
1721,-0.406507922960092,0.448449792844275,1.33208164894468
1722,-0.121175164678647,0.99486512391793,2.10513352717246
1723,-1.90121987168272,-0.719310207079873,1.72697349628884
1724,-0.990696063542366,0.648736342820558,1.80199134875753
1725,-0.651090133416635,0.152454704686375,0.956391577391676
1726,-1.86540107606275,-0.545043416103032,1.36075700205814
1727,-1.63965473150297,-0.0308804832615011,1.42331373076353
1728,-1.26489667038776,-0.025086666236436,1.17776140060036
1729,-0.907224647695948,-0.169423884927451,0.595448523217565
1730,-0.417317591860424,0.360727032726454,1.447750584952
1731,-0.178000418803672,0.203358811062101,0.91234218353999
1732,-0.893319128725131,-0.0632825158084979,1.2464796853464
1733,-1.6058115641269,-0.398822603324395,1.1656687544867
1734,-1.08615079637779,-0.116874916151553,0.939285691148429
1735,-1.77046994655301,-0.0330805456978154,0.640735373332818
1736,-0.264082258546835,0.479090451231262,1.00835396615704
1737,-1.96294340332689,-0.939821768135563,0.151619204400823
1738,-0.858877241421437,0.641614609277564,1.67657090440689
1739,-0.736897721854205,-0.143773305107118,0.854201866660861
1740,-0.319637924666845,0.536387901216231,1.34961486105574
1741,-0.908744688616371,-0.0829526145211057,0.699341759493613
1742,-0.949873076933433,-0.0850756453108705,0.489026984989836
1743,-0.596448375448391,0.145407880085229,1.31708783341093
1744,-1.87036384058698,-0.58548006994619,0.579170581885859
1745,-1.30123450636781,-0.152259502727533,1.04165872371558
1746,-1.70373565005667,0.182569342070223,1.67782347991047
1747,-0.415224832491102,0.618014737566682,2.0701010043135
1748,-1.12237020563137,0.0778378117435057,1.54994976775159
1749,-0.602122474531416,0.460719231572406,2.04049065701462
1750,-2.16360214607797,-0.695672634304429,0.516944674330568
1751,-1.09573593318062,-0.139141874665316,1.06610840382108
1752,-1.20893808103651,-0.264371709356009,0.479323127213986
1753,-1.22351207960848,-0.526468768738429,0.689239524773668
1754,-0.764225350560519,0.0208602802641753,1.14751180153219
1755,-1.58224455016856,-0.349276988969498,0.713721001490195
1756,-0.317213467545368,0.817794889355157,1.79133935957352
1757,-0.406442226503131,0.831223838061282,1.77041416088929
1758,-1.22293154131771,-0.616534334155909,0.042157218533129
1759,0.264662909775554,0.763171697856118,1.7901698598264
1760,-0.599091755163646,0.2379188593584,1.08817213479693
1761,-1.51905728351359,-0.840269975113196,-0.154510345419429
1762,-0.852976892992046,0.0600716406550828,0.81630247040529
1763,0.0642322073526513,0.847950204772902,1.81905238373769
1764,-3.44973240111136,0.374806627762265,1.43093250825181
1765,-5.01152801489112,-1.18023288424417,-0.140177943764452
1766,-1.85871597398392,-0.0742339517581541,2.89511217470392
1767,-1.54164645216092,0.442346060828337,1.53482737769716
1768,-0.957444234581694,0.272497221339703,1.06485152517501
1769,-0.536847919559102,0.648275039222541,1.67233464146494
1770,-2.3169624727378,-0.54177067436124,0.857994862909805
1771,-0.835514320722687,0.189172114548577,1.48721456184985
1772,-0.996812483025344,0.39323495505953,1.62508122078534
1773,-2.17150848490995,0.0107321765558388,1.56871595186172
1774,-1.6373860489335,-0.56302702964309,0.935816767207182
1775,0.195003519884047,0.751761266590403,1.45971131783939
1776,-0.506171557820808,0.204166533902004,1.00564209724797
1777,-0.575593640886559,0.026461945512107,0.430242403509574
1778,-0.177711700190449,0.13085698418213,0.643842309910162
1779,-0.777049456062157,-0.45489528357097,0.114555493710149
1780,-0.642043555496152,0.302007416713537,1.09677750165679
1781,-1.3983395359409,0.019914050497245,2.98252177013602
1782,-1.07472742291374,-0.504767344046803,-0.123269620871182
1783,-0.950620394014482,-0.40561865546504,0.0518209087143561
1784,-0.170791406757194,0.37062907540561,1.56118307387539
1785,-1.18925269807675,-0.174131842448165,0.362901612629183
1786,-1.40245469580415,-0.132455002397536,0.559376168962436
1787,-0.992311908386666,0.379135917459993,0.911110186685411
1788,-0.600520920303504,0.153588690865685,0.601443785747892
1789,-0.680248754052157,-0.173463050755108,0.787805177310053
1790,-0.515608113489543,-0.220133926290297,0.932451751939528
1791,-0.789632398484668,-0.231852711685567,0.177816927113629
1792,-0.21450453312922,0.172346982741724,0.63772500254505
1793,-0.261278154867817,0.323129438914658,1.11553192471482
1794,-0.839604048933692,-0.496297580574613,1.01986613448773
1795,-1.27500113803192,-0.518747374016495,0.472582610047284
1796,-0.527877641155762,0.0475574477493592,0.55963290529478
1797,-0.896793264615312,-0.492248977615125,0.641503456402207
1798,-0.6894294757087,0.560303723859867,1.6422284268614
1799,-0.521488662522427,0.459566966795155,1.62356092375443
1800,-2.24848880239849,-0.230002267297565,1.49802317847281
1801,-2.17333893807625,-0.414273647370179,0.513958998242159
1802,-1.59886558295234,-0.145558828498276,0.556966267448239
1803,-0.70729767566409,0.104734853123342,0.461543512245413
1804,-1.59439200551057,-0.0553690676312251,0.759748088571303
1805,-0.314717014369295,0.165519869104574,0.868740547609906
1806,-0.841701841301803,0.188372928458037,1.30119510787866
1807,-0.531427898155123,0.482583779118347,1.32874773509758
1808,-1.04514624651779,0.0213813508255169,0.974463822524315
1809,-0.260996585330286,0.292551069317316,1.04021465372554
1810,-1.01016779731526,-0.154591322965423,0.972319825635428
1811,-1.84295473074946,-0.555071082386385,-0.00477130670037228
1812,-1.41068424200625,-0.339996637748222,1.01882554636281
1813,-1.13957344603591,0.148595122376029,1.11857335140501
1814,-0.241651435115468,0.229120395027904,1.10937817855366
1815,-1.30466877925388,-0.153140804624208,0.70448540489203
1816,-1.20547651513084,0.308700056295248,0.980198500349767
1817,-0.909107513876051,0.24906312841885,0.711073226210795
1818,-1.05776068191983,-0.0303281706288374,1.01559281453929
1819,-0.706233575387484,-0.244603386651769,0.855285926871722
1820,-1.32961553632497,-0.258577003825272,0.372050430958914
1821,-0.332798331322041,0.23368473227567,0.950774890235056
1822,-0.981030623765833,-0.455387244556522,1.09337806916066
1823,-0.763780059748627,0.0116337828266456,1.32928314231614
1824,-0.462271165067942,0.63322596397745,1.39825098627868
1825,-1.70007589108794,-0.241079210616807,0.503870756143174
1826,-1.26953820462047,0.183855883838901,0.672234643662575
1827,-0.598335836185359,0.0105717772373531,1.22019737875832
1828,-1.58131920911226,-0.799252715520173,0.0317690781287891
1829,-1.9713576881965,-0.230444810584435,1.30771684088489
1830,-1.14632867067137,-0.539587365219447,1.25997176235006
1831,-0.822134772546529,0.458751712110278,1.30536403517674
1832,-0.916278082038751,0.142559269323684,0.757793560543914
1833,-0.236547419141893,0.411654717399162,1.21385383123387
1834,-2.33595895660231,-0.834044686001736,0.218140499207429
